location,name,description,start,duration,eventId
poster2143,DBS of subthalamic nucleus impairs proactive inhibitory control in Parkinson disease,"Fernando Lopez-Sosa, Abstract 2143",1624399200,60,poster2143AmericasAsia
poster2143,DBS of subthalamic nucleus impairs proactive inhibitory control in Parkinson disease,"Fernando Lopez-Sosa, Abstract 2143",1624514400,120,poster2143EuropeAsia
poster1598,Decoding means and outcome during action observation: a multivariate fMRI study.,"Settimio Ziccarelli, Abstract 1598",1624629600,60,poster1598AmericasEurope
poster1598,Decoding means and outcome during action observation: a multivariate fMRI study.,"Settimio Ziccarelli, Abstract 1598",1624485600,60,poster1598AmericasAsia
poster1598,Decoding means and outcome during action observation: a multivariate fMRI study.,"Settimio Ziccarelli, Abstract 1598",1624341600,120,poster1598EuropeAsia
poster1741,Deep Learning for Automated Segmentation of Diffuse White Matter Abnormality in Very Preterm Infants,"Hailong Li, Abstract 1741",1624543200,60,poster1741AmericasEurope
poster1741,Deep Learning for Automated Segmentation of Diffuse White Matter Abnormality in Very Preterm Infants,"Hailong Li, Abstract 1741",1624485600,60,poster1741AmericasAsia
poster1741,Deep Learning for Automated Segmentation of Diffuse White Matter Abnormality in Very Preterm Infants,"Hailong Li, Abstract 1741",1624341600,120,poster1741EuropeAsia
poster1606,Deep Learning-Based Substantia Nigra Neuromelanin MRI Biomarker for Parkinsonâ€™s Disease Patients,"RAHUL GAURAV, Abstract 1606",1624284000,60,poster1606AmericasEurope
poster1606,Deep Learning-Based Substantia Nigra Neuromelanin MRI Biomarker for Parkinsonâ€™s Disease Patients,"RAHUL GAURAV, Abstract 1606",1624399200,60,poster1606AmericasAsia
poster1606,Deep Learning-Based Substantia Nigra Neuromelanin MRI Biomarker for Parkinsonâ€™s Disease Patients,"RAHUL GAURAV, Abstract 1606",1624514400,120,poster1606EuropeAsia
poster2643,Deep Linear Modeling of MultiBand MultiEcho fMRI Reveals Reproducible Hierarchical FC Networks -- Duplicate,"Wei Zhang, Abstract 2643",1624370400,60,poster2643AmericasEurope
poster2643,Deep Linear Modeling of MultiBand MultiEcho fMRI Reveals Reproducible Hierarchical FC Networks -- Duplicate,"Wei Zhang, Abstract 2643",1624485600,60,poster2643AmericasAsia
poster2643,Deep Linear Modeling of MultiBand MultiEcho fMRI Reveals Reproducible Hierarchical FC Networks -- Duplicate,"Wei Zhang, Abstract 2643",1624514400,120,poster2643EuropeAsia
poster2564,Denoising with time-delayed regressors improves test-retest reliability of functional connectome,"Timothy Wanger, Abstract 2564",1624543200,60,poster2564AmericasEurope
poster2564,Denoising with time-delayed regressors improves test-retest reliability of functional connectome,"Timothy Wanger, Abstract 2564",1624658400,60,poster2564AmericasAsia
poster2564,Denoising with time-delayed regressors improves test-retest reliability of functional connectome,"Timothy Wanger, Abstract 2564",1624341600,120,poster2564EuropeAsia
poster1624,Depressive symptoms and white matter structure in older adults with and without diabetes mellitus,"Ruth Kerkhoff, Abstract 1624",1624456800,60,poster1624AmericasEurope
poster1624,Depressive symptoms and white matter structure in older adults with and without diabetes mellitus,"Ruth Kerkhoff, Abstract 1624",1624658400,60,poster1624AmericasAsia
poster1624,Depressive symptoms and white matter structure in older adults with and without diabetes mellitus,"Ruth Kerkhoff, Abstract 1624",1624341600,120,poster1624EuropeAsia
poster1595,Development of selective stopping in middle childhood: qualitative and quantitative changes,"Irene Rincón-Pérez, Abstract 1595",1624370400,60,poster1595AmericasEurope
poster1595,Development of selective stopping in middle childhood: qualitative and quantitative changes,"Irene Rincón-Pérez, Abstract 1595",1624658400,60,poster1595AmericasAsia
poster1595,Development of selective stopping in middle childhood: qualitative and quantitative changes,"Irene Rincón-Pérez, Abstract 1595",1624514400,120,poster1595EuropeAsia
poster2451,Differences in Quasi-Periodic Patterns in Resting State fMRI in Alzheimerâ€™s Disease,"Harrison Watters, Abstract 2451",1624284000,60,poster2451AmericasEurope
poster2451,Differences in Quasi-Periodic Patterns in Resting State fMRI in Alzheimerâ€™s Disease,"Harrison Watters, Abstract 2451",1624399200,60,poster2451AmericasAsia
poster2451,Differences in Quasi-Periodic Patterns in Resting State fMRI in Alzheimerâ€™s Disease,"Harrison Watters, Abstract 2451",1624514400,120,poster2451EuropeAsia
poster2293,Diffusion MRI Correlates of MDS-UPDRS Motor Score,"Arun Venkataraman, Abstract 2293",1624284000,60,poster2293AmericasEurope
poster2293,Diffusion MRI Correlates of MDS-UPDRS Motor Score,"Arun Venkataraman, Abstract 2293",1624399200,60,poster2293AmericasAsia
poster2293,Diffusion MRI Correlates of MDS-UPDRS Motor Score,"Arun Venkataraman, Abstract 2293",1624514400,120,poster2293EuropeAsia
poster1773,Disease Progression Modelling and Subtyping in Parkinson's,"Zeena Shawa, Abstract 1773",1624284000,60,poster1773AmericasEurope
poster1773,Disease Progression Modelling and Subtyping in Parkinson's,"Zeena Shawa, Abstract 1773",1624399200,60,poster1773AmericasAsia
poster1773,Disease Progression Modelling and Subtyping in Parkinson's,"Zeena Shawa, Abstract 1773",1624514400,120,poster1773EuropeAsia
poster1996,Disrupted Functional Connectivity in Adolescent Social Phobia with and without ADHD Comorbidity,"Brian Kim, Abstract 1996",1624456800,60,poster1996AmericasEurope
poster1996,Disrupted Functional Connectivity in Adolescent Social Phobia with and without ADHD Comorbidity,"Brian Kim, Abstract 1996",1624658400,60,poster1996AmericasAsia
poster1996,Disrupted Functional Connectivity in Adolescent Social Phobia with and without ADHD Comorbidity,"Brian Kim, Abstract 1996",1624341600,120,poster1996EuropeAsia
poster1099,Disrupted Resting-State Regional Homogeneity in Patients with Disorders of Consciousness,"Yituo Wang, Abstract 1099",1624284000,60,poster1099AmericasEurope
poster1099,Disrupted Resting-State Regional Homogeneity in Patients with Disorders of Consciousness,"Yituo Wang, Abstract 1099",1624399200,60,poster1099AmericasAsia
poster1099,Disrupted Resting-State Regional Homogeneity in Patients with Disorders of Consciousness,"Yituo Wang, Abstract 1099",1624514400,120,poster1099EuropeAsia
poster1663,Distinct Phonemic vs Acoustic Representations of Dichotic Stimuli,"Basil Preisig, Abstract 1663",1624543200,60,poster1663AmericasEurope
poster1663,Distinct Phonemic vs Acoustic Representations of Dichotic Stimuli,"Basil Preisig, Abstract 1663",1624312800,60,poster1663AmericasAsia
poster1663,Distinct Phonemic vs Acoustic Representations of Dichotic Stimuli,"Basil Preisig, Abstract 1663",1624341600,120,poster1663EuropeAsia
poster2538,Dynamic brain organization underlying temporal summation of pain in fibromyalgia,"Joshua Cheng, Abstract 2538",1624629600,60,poster2538AmericasEurope
poster2538,Dynamic brain organization underlying temporal summation of pain in fibromyalgia,"Joshua Cheng, Abstract 2538",1624485600,60,poster2538AmericasAsia
poster2538,Dynamic brain organization underlying temporal summation of pain in fibromyalgia,"Joshua Cheng, Abstract 2538",1624341600,120,poster2538EuropeAsia
poster2620,Early protein energy malnutrition affects the sources of EEG rhythms: a 40-year longitudinal study,"Maria L. Bringas-Vega, Abstract 2620",1624629600,60,poster2620AmericasEurope
poster2620,Early protein energy malnutrition affects the sources of EEG rhythms: a 40-year longitudinal study,"Maria L. Bringas-Vega, Abstract 2620",1624399200,60,poster2620AmericasAsia
poster2620,Early protein energy malnutrition affects the sources of EEG rhythms: a 40-year longitudinal study,"Maria L. Bringas-Vega, Abstract 2620",1624514400,120,poster2620EuropeAsia
poster1544,Edge community structure of functional MRI and meta-analytic activation,"Joshua Faskowitz, Abstract 1544",1624456800,60,poster1544AmericasEurope
poster1544,Edge community structure of functional MRI and meta-analytic activation,"Joshua Faskowitz, Abstract 1544",1624572000,60,poster1544AmericasAsia
poster1544,Edge community structure of functional MRI and meta-analytic activation,"Joshua Faskowitz, Abstract 1544",1624341600,120,poster1544EuropeAsia
poster2161,EEG functional connectivity features predict the activity of the fMRI default mode network,"Marta Xavier, Abstract 2161",1624629600,60,poster2161AmericasEurope
poster2161,EEG functional connectivity features predict the activity of the fMRI default mode network,"Marta Xavier, Abstract 2161",1624399200,60,poster2161AmericasAsia
poster2161,EEG functional connectivity features predict the activity of the fMRI default mode network,"Marta Xavier, Abstract 2161",1624514400,120,poster2161EuropeAsia
poster1878,EEG Microstates Distinguish Active and Quiet Sleep During the Neonatal Period,"Khadijeh Raeisi, Abstract 1878",1624370400,60,poster1878AmericasEurope
poster1878,EEG Microstates Distinguish Active and Quiet Sleep During the Neonatal Period,"Khadijeh Raeisi, Abstract 1878",1624312800,60,poster1878AmericasAsia
poster1878,EEG Microstates Distinguish Active and Quiet Sleep During the Neonatal Period,"Khadijeh Raeisi, Abstract 1878",1624514400,120,poster1878EuropeAsia
poster2114,EEG slowing and cholinergic system integrity in mild cognitive impairment with Lewy bodies,"Julia Schumacher, Abstract 2114",1624284000,60,poster2114AmericasEurope
poster2114,EEG slowing and cholinergic system integrity in mild cognitive impairment with Lewy bodies,"Julia Schumacher, Abstract 2114",1624399200,60,poster2114AmericasAsia
poster2114,EEG slowing and cholinergic system integrity in mild cognitive impairment with Lewy bodies,"Julia Schumacher, Abstract 2114",1624514400,120,poster2114EuropeAsia
poster1451,Effects of age-related neuropathologies on the shape of subcortical structures,"Nazanin Makkinejad, Abstract 1451",1624543200,60,poster1451AmericasEurope
poster1451,Effects of age-related neuropathologies on the shape of subcortical structures,"Nazanin Makkinejad, Abstract 1451",1624485600,60,poster1451AmericasAsia
poster1451,Effects of age-related neuropathologies on the shape of subcortical structures,"Nazanin Makkinejad, Abstract 1451",1624341600,120,poster1451EuropeAsia
poster2457,Effects of Anesthesia on Spatial Global Signal Distribution in Rat rs-fMRI,"Nmachi Anumba, Abstract 2457",1624629600,60,poster2457AmericasEurope
poster2457,Effects of Anesthesia on Spatial Global Signal Distribution in Rat rs-fMRI,"Nmachi Anumba, Abstract 2457",1624399200,60,poster2457AmericasAsia
poster2457,Effects of Anesthesia on Spatial Global Signal Distribution in Rat rs-fMRI,"Nmachi Anumba, Abstract 2457",1624514400,120,poster2457EuropeAsia
poster2545,Effects of autonomous sensory meridian response on the fMRI functional connectivity,"Seonjin Lee, Abstract 2545",1624456800,60,poster2545AmericasEurope
poster2545,Effects of autonomous sensory meridian response on the fMRI functional connectivity,"Seonjin Lee, Abstract 2545",1624572000,60,poster2545AmericasAsia
poster2545,Effects of autonomous sensory meridian response on the fMRI functional connectivity,"Seonjin Lee, Abstract 2545",1624341600,120,poster2545EuropeAsia
poster1418,Effects of bariatric surgery and weight loss on resting-state functional connectivity,"Hannah Sophie Heinrichs, Abstract 1418",1624629600,60,poster1418AmericasEurope
poster1418,Effects of bariatric surgery and weight loss on resting-state functional connectivity,"Hannah Sophie Heinrichs, Abstract 1418",1624312800,60,poster1418AmericasAsia
poster1418,Effects of bariatric surgery and weight loss on resting-state functional connectivity,"Hannah Sophie Heinrichs, Abstract 1418",1624514400,120,poster1418EuropeAsia
poster2332,Effects of motion on quasi-periodic patterns in the brains of anesthetized rats,"Eric Maltbie, Abstract 2332",1624543200,60,poster2332AmericasEurope
poster2332,Effects of motion on quasi-periodic patterns in the brains of anesthetized rats,"Eric Maltbie, Abstract 2332",1624658400,60,poster2332AmericasAsia
poster2332,Effects of motion on quasi-periodic patterns in the brains of anesthetized rats,"Eric Maltbie, Abstract 2332",1624341600,120,poster2332EuropeAsia
poster1128,Effects of rTMS on treatment of cognitive deterioration in patients with MCI: a meta-analysis,"Ye Xie, Abstract 1128",1624284000,60,poster1128AmericasEurope
poster1128,Effects of rTMS on treatment of cognitive deterioration in patients with MCI: a meta-analysis,"Ye Xie, Abstract 1128",1624399200,60,poster1128AmericasAsia
poster1128,Effects of rTMS on treatment of cognitive deterioration in patients with MCI: a meta-analysis,"Ye Xie, Abstract 1128",1624514400,120,poster1128EuropeAsia
poster2115,Efficient validation of dynamical whole-brain models via mathematical optimization algorithms,"Kevin Wischnewski, Abstract 2115",1624543200,60,poster2115AmericasEurope
poster2115,Efficient validation of dynamical whole-brain models via mathematical optimization algorithms,"Kevin Wischnewski, Abstract 2115",1624658400,60,poster2115AmericasAsia
poster2115,Efficient validation of dynamical whole-brain models via mathematical optimization algorithms,"Kevin Wischnewski, Abstract 2115",1624341600,120,poster2115EuropeAsia
poster2330,Empirical Mode Decomposition tools in Python,"Andrew Quinn, Abstract 2330",1624284000,60,poster2330AmericasEurope
poster2330,Empirical Mode Decomposition tools in Python,"Andrew Quinn, Abstract 2330",1624399200,60,poster2330AmericasAsia
poster2330,Empirical Mode Decomposition tools in Python,"Andrew Quinn, Abstract 2330",1624514400,120,poster2330EuropeAsia
poster2361,Energy metabolism of the brain during exercise: Effects of exercise on lactate and glucose metabolis,"Faezeh Sohrabi, Abstract 2361",1624629600,60,poster2361AmericasEurope
poster2361,Energy metabolism of the brain during exercise: Effects of exercise on lactate and glucose metabolis,"Faezeh Sohrabi, Abstract 2361",1624399200,60,poster2361AmericasAsia
poster2361,Energy metabolism of the brain during exercise: Effects of exercise on lactate and glucose metabolis,"Faezeh Sohrabi, Abstract 2361",1624514400,120,poster2361EuropeAsia
poster1837,Evaluating and Integrating Physiological Signatures of Attention Reorienting in Virtual Reality,"Pawan Lapborisuth, Abstract 1837",1624629600,60,poster1837AmericasEurope
poster1837,Evaluating and Integrating Physiological Signatures of Attention Reorienting in Virtual Reality,"Pawan Lapborisuth, Abstract 1837",1624485600,60,poster1837AmericasAsia
poster1837,Evaluating and Integrating Physiological Signatures of Attention Reorienting in Virtual Reality,"Pawan Lapborisuth, Abstract 1837",1624341600,120,poster1837EuropeAsia
poster2116,Evaluation of surrogate respiration signals derived from ECG acquired during simultaneous EEG-fMRI,"Inês Esteves, Abstract 2116",1624629600,60,poster2116AmericasEurope
poster2116,Evaluation of surrogate respiration signals derived from ECG acquired during simultaneous EEG-fMRI,"Inês Esteves, Abstract 2116",1624399200,60,poster2116AmericasAsia
poster2116,Evaluation of surrogate respiration signals derived from ECG acquired during simultaneous EEG-fMRI,"Inês Esteves, Abstract 2116",1624514400,120,poster2116EuropeAsia
poster1282,Evaluation of the Correctness of Non-biological Sensory Events by Human Motor Cortical Circuits,"Niloofar Gharesi, Abstract 1282",1624370400,60,poster1282AmericasEurope
poster1282,Evaluation of the Correctness of Non-biological Sensory Events by Human Motor Cortical Circuits,"Niloofar Gharesi, Abstract 1282",1624658400,60,poster1282AmericasAsia
poster1282,Evaluation of the Correctness of Non-biological Sensory Events by Human Motor Cortical Circuits,"Niloofar Gharesi, Abstract 1282",1624514400,120,poster1282EuropeAsia
poster2156,Evaluation of the validity of ALE meta-analytic contrasts,"Vincent Küppers, Abstract 2156",1624284000,60,poster2156AmericasEurope
poster2156,Evaluation of the validity of ALE meta-analytic contrasts,"Vincent Küppers, Abstract 2156",1624399200,60,poster2156AmericasAsia
poster2156,Evaluation of the validity of ALE meta-analytic contrasts,"Vincent Küppers, Abstract 2156",1624514400,120,poster2156EuropeAsia
poster2218,Expertise During The Visual Analysis of Palaeolithic Abstract Engravings: an fMRI Study,"Mathilde Salagnon, Abstract 2218",1624629600,60,poster2218AmericasEurope
poster2218,Expertise During The Visual Analysis of Palaeolithic Abstract Engravings: an fMRI Study,"Mathilde Salagnon, Abstract 2218",1624485600,60,poster2218AmericasAsia
poster2218,Expertise During The Visual Analysis of Palaeolithic Abstract Engravings: an fMRI Study,"Mathilde Salagnon, Abstract 2218",1624341600,120,poster2218EuropeAsia
poster1489,Exploring quantitative MRI contrast in posterior cortical atrophy using ex vivo imaging,"Luke Edwards, Abstract 1489",1624284000,60,poster1489AmericasEurope
poster1489,Exploring quantitative MRI contrast in posterior cortical atrophy using ex vivo imaging,"Luke Edwards, Abstract 1489",1624399200,60,poster1489AmericasAsia
poster1489,Exploring quantitative MRI contrast in posterior cortical atrophy using ex vivo imaging,"Luke Edwards, Abstract 1489",1624514400,120,poster1489EuropeAsia
poster1861,Exploring the Laminar Connectome,"Ittai Shamir, Abstract 1861",1624629600,60,poster1861AmericasEurope
poster1861,Exploring the Laminar Connectome,"Ittai Shamir, Abstract 1861",1624312800,60,poster1861AmericasAsia
poster1861,Exploring the Laminar Connectome,"Ittai Shamir, Abstract 1861",1624514400,120,poster1861EuropeAsia
poster1876,Exploring the role of frontoparietal cortex in visual search by fMRI-TMS on early and later time,"Danmei Zhang, Abstract 1876",1624629600,60,poster1876AmericasEurope
poster1876,Exploring the role of frontoparietal cortex in visual search by fMRI-TMS on early and later time,"Danmei Zhang, Abstract 1876",1624485600,60,poster1876AmericasAsia
poster1876,Exploring the role of frontoparietal cortex in visual search by fMRI-TMS on early and later time,"Danmei Zhang, Abstract 1876",1624341600,120,poster1876EuropeAsia
poster2086,Face Processing Efficiency Is Related to Aberrant Prefrontal Connectivity in Adolescent Depression,"David Willinger, Abstract 2086",1624456800,60,poster2086AmericasEurope
poster2086,Face Processing Efficiency Is Related to Aberrant Prefrontal Connectivity in Adolescent Depression,"David Willinger, Abstract 2086",1624658400,60,poster2086AmericasAsia
poster2086,Face Processing Efficiency Is Related to Aberrant Prefrontal Connectivity in Adolescent Depression,"David Willinger, Abstract 2086",1624341600,120,poster2086EuropeAsia
poster2319,Fantastic measures and how to repeat them: Tractography-based repeatability of microstructural MRI,"Dmitri Shastin, Abstract 2319",1624456800,60,poster2319AmericasEurope
poster2319,Fantastic measures and how to repeat them: Tractography-based repeatability of microstructural MRI,"Dmitri Shastin, Abstract 2319",1624572000,60,poster2319AmericasAsia
poster2319,Fantastic measures and how to repeat them: Tractography-based repeatability of microstructural MRI,"Dmitri Shastin, Abstract 2319",1624341600,120,poster2319EuropeAsia
poster1926,FMRI Decoding with Few Labeled Examples,"Myriam Bontonou, Abstract 1926",1624370400,60,poster1926AmericasEurope
poster1926,FMRI Decoding with Few Labeled Examples,"Myriam Bontonou, Abstract 1926",1624485600,60,poster1926AmericasAsia
poster1926,FMRI Decoding with Few Labeled Examples,"Myriam Bontonou, Abstract 1926",1624514400,120,poster1926EuropeAsia
poster1617,From brain activation to semantic representations: a cumulative approach,"Gayane Ghazaryan, Abstract 1617",1624543200,60,poster1617AmericasEurope
poster1617,From brain activation to semantic representations: a cumulative approach,"Gayane Ghazaryan, Abstract 1617",1624312800,60,poster1617AmericasAsia
poster1617,From brain activation to semantic representations: a cumulative approach,"Gayane Ghazaryan, Abstract 1617",1624341600,120,poster1617EuropeAsia
poster1174,Frontal regions associated with attention connect more strongly to central than peripheral V1,"Sara Sims, Abstract 1174",1624629600,60,poster1174AmericasEurope
poster1174,Frontal regions associated with attention connect more strongly to central than peripheral V1,"Sara Sims, Abstract 1174",1624485600,60,poster1174AmericasAsia
poster1174,Frontal regions associated with attention connect more strongly to central than peripheral V1,"Sara Sims, Abstract 1174",1624341600,120,poster1174EuropeAsia
poster1468,Fronto-parietal network involvement in inhibitory control across the life span,"Jixin Long, Abstract 1468",1624370400,60,poster1468AmericasEurope
poster1468,Fronto-parietal network involvement in inhibitory control across the life span,"Jixin Long, Abstract 1468",1624658400,60,poster1468AmericasAsia
poster1468,Fronto-parietal network involvement in inhibitory control across the life span,"Jixin Long, Abstract 1468",1624514400,120,poster1468EuropeAsia
poster2311,Functional architecture of the aging brain,"Roni Setton, Abstract 2311",1624543200,60,poster2311AmericasEurope
poster2311,Functional architecture of the aging brain,"Roni Setton, Abstract 2311",1624485600,60,poster2311AmericasAsia
poster2311,Functional architecture of the aging brain,"Roni Setton, Abstract 2311",1624341600,120,poster2311EuropeAsia
poster2392,Functional Connectivity Analyses in Childhood-Onset OCD Yield Negative Results,"Hallee Shearer, Abstract 2392",1624456800,60,poster2392AmericasEurope
poster2392,Functional Connectivity Analyses in Childhood-Onset OCD Yield Negative Results,"Hallee Shearer, Abstract 2392",1624658400,60,poster2392AmericasAsia
poster2392,Functional Connectivity Analyses in Childhood-Onset OCD Yield Negative Results,"Hallee Shearer, Abstract 2392",1624341600,120,poster2392EuropeAsia
poster1298,Functional connectivity of the hippocampal subfields in an aging population,"Laura Ezama, Abstract 1298",1624543200,60,poster1298AmericasEurope
poster1298,Functional connectivity of the hippocampal subfields in an aging population,"Laura Ezama, Abstract 1298",1624485600,60,poster1298AmericasAsia
poster1298,Functional connectivity of the hippocampal subfields in an aging population,"Laura Ezama, Abstract 1298",1624341600,120,poster1298EuropeAsia
poster1809,Functional connectome stability as a marker of cognitive performance,"Anna Corriveau, Abstract 1809",1624629600,60,poster1809AmericasEurope
poster1809,Functional connectome stability as a marker of cognitive performance,"Anna Corriveau, Abstract 1809",1624312800,60,poster1809AmericasAsia
poster1809,Functional connectome stability as a marker of cognitive performance,"Anna Corriveau, Abstract 1809",1624514400,120,poster1809EuropeAsia
poster2113,Functional evidence for adjacent arrangement of domain-general and sensory-biased frontal regions,"Moataz Assem, Abstract 2113",1624370400,60,poster2113AmericasEurope
poster2113,Functional evidence for adjacent arrangement of domain-general and sensory-biased frontal regions,"Moataz Assem, Abstract 2113",1624658400,60,poster2113AmericasAsia
poster2113,Functional evidence for adjacent arrangement of domain-general and sensory-biased frontal regions,"Moataz Assem, Abstract 2113",1624514400,120,poster2113EuropeAsia
poster1388,Functional Mechanisms of Aging in S1 using Bayesian Population Receptive Field Mapping at 7T-MRI,"Peng Liu, Abstract 1388",1624543200,60,poster1388AmericasEurope
poster1388,Functional Mechanisms of Aging in S1 using Bayesian Population Receptive Field Mapping at 7T-MRI,"Peng Liu, Abstract 1388",1624485600,60,poster1388AmericasAsia
poster1388,Functional Mechanisms of Aging in S1 using Bayesian Population Receptive Field Mapping at 7T-MRI,"Peng Liu, Abstract 1388",1624341600,120,poster1388EuropeAsia
poster1392,Generalization failure of RSFC-based behavioral prediction in non-European pediatric population,"Jingwei Li, Abstract 1392",1624370400,60,poster1392AmericasEurope
poster1392,Generalization failure of RSFC-based behavioral prediction in non-European pediatric population,"Jingwei Li, Abstract 1392",1624485600,60,poster1392AmericasAsia
poster1392,Generalization failure of RSFC-based behavioral prediction in non-European pediatric population,"Jingwei Li, Abstract 1392",1624514400,120,poster1392EuropeAsia
poster2190,Generalizing open publishing infrastructure: Experiences with the Journal of Open Source Software,"Elizabeth DuPre, Abstract 2190",1624456800,60,poster2190AmericasEurope
poster2190,Generalizing open publishing infrastructure: Experiences with the Journal of Open Source Software,"Elizabeth DuPre, Abstract 2190",1624572000,60,poster2190AmericasAsia
poster2190,Generalizing open publishing infrastructure: Experiences with the Journal of Open Source Software,"Elizabeth DuPre, Abstract 2190",1624341600,120,poster2190EuropeAsia
poster2242,Generative Models Linking Neural Local Field Potentials with fMRI in Rat Somatosensory Cortex,"Lisa Meyer-Baese, Abstract 2242",1624629600,60,poster2242AmericasEurope
poster2242,Generative Models Linking Neural Local Field Potentials with fMRI in Rat Somatosensory Cortex,"Lisa Meyer-Baese, Abstract 2242",1624572000,60,poster2242AmericasAsia
poster2242,Generative Models Linking Neural Local Field Potentials with fMRI in Rat Somatosensory Cortex,"Lisa Meyer-Baese, Abstract 2242",1624341600,120,poster2242EuropeAsia
poster2134,Harmonizing the variabilities in multi-center imaging study on cerebral small vessel diease,"Bonnie Lam, Abstract 2134",1624284000,60,poster2134AmericasEurope
poster2134,Harmonizing the variabilities in multi-center imaging study on cerebral small vessel diease,"Bonnie Lam, Abstract 2134",1624399200,60,poster2134AmericasAsia
poster2134,Harmonizing the variabilities in multi-center imaging study on cerebral small vessel diease,"Bonnie Lam, Abstract 2134",1624514400,120,poster2134EuropeAsia
poster1432,Hemispheric Differences in the Principal Gradient and Their Contribution to Cognition,"Tirso Gonzalez Alam, Abstract 1432",1624629600,60,poster1432AmericasEurope
poster1432,Hemispheric Differences in the Principal Gradient and Their Contribution to Cognition,"Tirso Gonzalez Alam, Abstract 1432",1624312800,60,poster1432AmericasAsia
poster1432,Hemispheric Differences in the Principal Gradient and Their Contribution to Cognition,"Tirso Gonzalez Alam, Abstract 1432",1624514400,120,poster1432EuropeAsia
poster1338,Heritability of MEG phenotypes among patients with genetic generalized epilepsy and their siblings,"Christina Stier, Abstract 1338",1624370400,60,poster1338AmericasEurope
poster1338,Heritability of MEG phenotypes among patients with genetic generalized epilepsy and their siblings,"Christina Stier, Abstract 1338",1624312800,60,poster1338AmericasAsia
poster1338,Heritability of MEG phenotypes among patients with genetic generalized epilepsy and their siblings,"Christina Stier, Abstract 1338",1624514400,120,poster1338EuropeAsia
poster1467,Heterogeneity of amyloid accumulation is associated with cognitive decline,"Yuqing Sun, Abstract 1467",1624284000,60,poster1467AmericasEurope
poster1467,Heterogeneity of amyloid accumulation is associated with cognitive decline,"Yuqing Sun, Abstract 1467",1624399200,60,poster1467AmericasAsia
poster1467,Heterogeneity of amyloid accumulation is associated with cognitive decline,"Yuqing Sun, Abstract 1467",1624514400,120,poster1467EuropeAsia
poster2578,High-density tDCS stimulation targeting the dACC improves ambiguity resolving among schizophrenia,"Sai Sun, Abstract 2578",1624456800,60,poster2578AmericasEurope
poster2578,High-density tDCS stimulation targeting the dACC improves ambiguity resolving among schizophrenia,"Sai Sun, Abstract 2578",1624658400,60,poster2578AmericasAsia
poster2578,High-density tDCS stimulation targeting the dACC improves ambiguity resolving among schizophrenia,"Sai Sun, Abstract 2578",1624341600,120,poster2578EuropeAsia
poster2065,Higher prefrontal-parietal entropy is associated with impulsivity and drug use risk in adolescence,"Donghui Song, Abstract 2065",1624543200,60,poster2065AmericasEurope
poster2065,Higher prefrontal-parietal entropy is associated with impulsivity and drug use risk in adolescence,"Donghui Song, Abstract 2065",1624485600,60,poster2065AmericasAsia
poster2065,Higher prefrontal-parietal entropy is associated with impulsivity and drug use risk in adolescence,"Donghui Song, Abstract 2065",1624341600,120,poster2065EuropeAsia
poster1254,High-resolution whole-brain Conductivity Tensor Imaging of the human brain,"Marco Marino, Abstract 1254",1624543200,60,poster1254AmericasEurope
poster1254,High-resolution whole-brain Conductivity Tensor Imaging of the human brain,"Marco Marino, Abstract 1254",1624658400,60,poster1254AmericasAsia
poster1254,High-resolution whole-brain Conductivity Tensor Imaging of the human brain,"Marco Marino, Abstract 1254",1624341600,120,poster1254EuropeAsia
poster2433,Hippocampal connectivity during acute psychosocial stress using interleaved resting state epochs,"Philipp Sämann, Abstract 2433",1624629600,60,poster2433AmericasEurope
poster2433,Hippocampal connectivity during acute psychosocial stress using interleaved resting state epochs,"Philipp Sämann, Abstract 2433",1624572000,60,poster2433AmericasAsia
poster2433,Hippocampal connectivity during acute psychosocial stress using interleaved resting state epochs,"Philipp Sämann, Abstract 2433",1624341600,120,poster2433EuropeAsia
poster1138,Hippocampal Subfield Atrophy in relation with CSF biomarkers and cognitive decline in AD,"Guodong Liu, Abstract 1138",1624284000,60,poster1138AmericasEurope
poster1138,Hippocampal Subfield Atrophy in relation with CSF biomarkers and cognitive decline in AD,"Guodong Liu, Abstract 1138",1624399200,60,poster1138AmericasAsia
poster1138,Hippocampal Subfield Atrophy in relation with CSF biomarkers and cognitive decline in AD,"Guodong Liu, Abstract 1138",1624514400,120,poster1138EuropeAsia
poster1290,Hippocampal volume varies with environmental toxin exposure,"Kristen Buford, Abstract 1290",1624456800,60,poster1290AmericasEurope
poster1290,Hippocampal volume varies with environmental toxin exposure,"Kristen Buford, Abstract 1290",1624572000,60,poster1290AmericasAsia
poster1290,Hippocampal volume varies with environmental toxin exposure,"Kristen Buford, Abstract 1290",1624341600,120,poster1290EuropeAsia
poster1433,Human thalamic activity and thalamocortical functional connectivity during the N-back task,"Xitong Chen, Abstract 1433",1624543200,60,poster1433AmericasEurope
poster1433,Human thalamic activity and thalamocortical functional connectivity during the N-back task,"Xitong Chen, Abstract 1433",1624658400,60,poster1433AmericasAsia
poster1433,Human thalamic activity and thalamocortical functional connectivity during the N-back task,"Xitong Chen, Abstract 1433",1624341600,120,poster1433EuropeAsia
poster1651,IDConn: A Python pipeline for investigating individual differences in functional brain connectivity,"Katherine Bottenhorn, Abstract 1651",1624456800,60,poster1651AmericasEurope
